index,Year_of_Release,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Critic_Score,Critic_Count,User_Count,Global_Sales
9016,2007.0,0.11,0.03,0.0,0.0,60.0,7.0,7.0,0.14
14593,2007.0,0.03,0.0,0.0,0.0,55.0,35.0,6.0,0.03
2247,2015.0,0.68,0.08,0.0,0.17,80.0,44.0,190.0,0.92
5968,2009.0,0.2,0.07,0.0,0.03,61.0,18.0,6.0,0.29
13221,2009.0,0.0,0.04,0.0,0.01,89.0,22.0,352.0,0.05
3767,2014.0,0.35,0.13,0.0,0.05,70.0,17.0,20.0,0.53
1055,2010.0,0.59,0.87,0.0,0.23,74.0,17.0,77.0,1.7
696,2004.0,1.38,0.8,0.0,0.1,77.0,35.0,27.0,2.28
8248,2003.0,0.13,0.04,0.0,0.01,82.0,35.0,15.0,0.17
11451,2016.0,0.03,0.04,0.0,0.01,85.0,27.0,488.0,0.08
12512,2007.0,0.05,0.0,0.0,0.0,48.0,24.0,23.0,0.06
15829,2003.0,0.01,0.0,0.0,0.0,71.0,19.0,6.0,0.02
1918,2008.0,0.47,0.4,0.03,0.17,85.0,59.0,245.0,1.07
11602,2009.0,0.07,0.0,0.0,0.01,49.0,8.0,8.0,0.08
1157,2003.0,1.05,0.44,0.06,0.04,72.0,49.0,125.0,1.6
8745,2015.0,0.07,0.07,0.0,0.01,75.0,23.0,101.0,0.15
9956,2016.0,0.0,0.11,0.0,0.01,84.0,12.0,160.0,0.12
4590,2004.0,0.3,0.11,0.0,0.01,72.0,8.0,4.0,0.42
628,2012.0,1.73,0.43,0.05,0.27,90.0,26.0,99.0,2.47
10498,2003.0,0.05,0.04,0.0,0.01,72.0,28.0,14.0,0.1
10889,2002.0,0.07,0.02,0.0,0.0,84.0,18.0,16.0,0.09
9280,2014.0,0.0,0.0,0.13,0.0,84.0,38.0,85.0,0.14
3351,2007.0,0.28,0.25,0.0,0.06,43.0,7.0,8.0,0.6
4922,2000.0,0.16,0.13,0.06,0.04,62.0,13.0,8.0,0.39
4146,2008.0,0.23,0.16,0.01,0.07,72.0,47.0,70.0,0.47
14041,2006.0,0.02,0.01,0.0,0.0,68.0,22.0,4.0,0.04
11245,2013.0,0.04,0.03,0.0,0.01,42.0,5.0,21.0,0.09
981,2003.0,1.25,0.29,0.0,0.24,85.0,41.0,47.0,1.78
13625,2003.0,0.0,0.04,0.0,0.0,78.0,23.0,38.0,0.04
670,2009.0,2.03,0.13,0.0,0.21,85.0,41.0,58.0,2.37
10327,2015.0,0.0,0.01,0.09,0.0,69.0,35.0,79.0,0.11
8437,2004.0,0.08,0.06,0.0,0.02,72.0,28.0,5.0,0.17
13536,2016.0,0.01,0.04,0.0,0.0,83.0,15.0,1620.0,0.04
14011,2004.0,0.02,0.01,0.0,0.0,53.0,28.0,4.0,0.04
15060,2007.0,0.0,0.02,0.0,0.0,78.0,20.0,20.0,0.02
4531,2015.0,0.1,0.25,0.02,0.06,76.0,54.0,267.0,0.43
349,2007.0,0.05,0.0,0.64,2.93,82.0,10.0,38.0,3.63
2850,2002.0,0.51,0.19,0.0,0.01,82.0,20.0,11.0,0.72
4587,2009.0,0.39,0.0,0.0,0.03,70.0,12.0,9.0,0.42
1023,2012.0,0.41,0.44,0.72,0.17,78.0,38.0,444.0,1.74
2758,2011.0,0.14,0.48,0.0,0.12,80.0,20.0,771.0,0.74
6293,2010.0,0.15,0.09,0.0,0.03,41.0,35.0,54.0,0.27
3229,2006.0,0.48,0.13,0.0,0.02,82.0,14.0,5.0,0.62
10579,2009.0,0.0,0.08,0.0,0.02,70.0,41.0,77.0,0.1
10459,2013.0,0.0,0.1,0.0,0.01,74.0,9.0,239.0,0.1
8483,2009.0,0.14,0.01,0.0,0.01,25.0,27.0,41.0,0.16
6419,2002.0,0.11,0.09,0.03,0.03,46.0,14.0,11.0,0.26
2296,2013.0,0.51,0.31,0.01,0.08,76.0,45.0,344.0,0.9
10071,2005.0,0.08,0.02,0.0,0.0,75.0,55.0,16.0,0.11
11092,2011.0,0.07,0.01,0.0,0.01,66.0,5.0,51.0,0.09
5314,2005.0,0.17,0.13,0.0,0.04,70.0,15.0,9.0,0.35
1401,2015.0,1.03,0.21,0.0,0.14,86.0,21.0,279.0,1.38
1050,2007.0,1.15,0.4,0.0,0.15,20.0,13.0,41.0,1.7
9091,2002.0,0.11,0.03,0.0,0.01,72.0,12.0,4.0,0.14
1656,2011.0,0.55,0.44,0.14,0.09,85.0,69.0,206.0,1.21
4505,2013.0,0.22,0.14,0.0,0.08,74.0,12.0,181.0,0.43
9191,2005.0,0.1,0.04,0.0,0.0,71.0,5.0,6.0,0.14
3957,2008.0,0.19,0.22,0.0,0.09,54.0,30.0,28.0,0.5
8373,2003.0,0.12,0.04,0.0,0.0,73.0,17.0,11.0,0.17
12071,2008.0,0.06,0.0,0.0,0.01,33.0,19.0,16.0,0.07
3356,2009.0,0.32,0.12,0.11,0.04,81.0,58.0,101.0,0.6
5415,2005.0,0.28,0.03,0.0,0.03,79.0,76.0,107.0,0.34
15489,2016.0,0.02,0.0,0.0,0.0,79.0,9.0,15.0,0.02
10396,2005.0,0.08,0.02,0.0,0.0,54.0,35.0,5.0,0.11
9373,2009.0,0.12,0.0,0.0,0.01,64.0,12.0,4.0,0.13
11892,2016.0,0.0,0.07,0.0,0.0,89.0,56.0,1848.0,0.07
13504,2008.0,0.04,0.0,0.0,0.0,48.0,33.0,18.0,0.04
4007,2004.0,0.41,0.02,0.03,0.04,61.0,46.0,6.0,0.49
680,2015.0,1.95,0.15,0.0,0.24,86.0,14.0,115.0,2.34
12774,2005.0,0.03,0.02,0.0,0.01,73.0,28.0,11.0,0.06
62,2012.0,3.66,3.14,2.47,0.63,78.0,70.0,424.0,9.9
5521,2005.0,0.25,0.07,0.0,0.01,88.0,20.0,16.0,0.33
1607,2008.0,0.69,0.0,0.0,0.55,78.0,9.0,34.0,1.24
1168,2012.0,0.88,0.26,0.34,0.1,75.0,54.0,267.0,1.58
7943,2008.0,0.12,0.04,0.0,0.02,59.0,11.0,6.0,0.19
15753,2002.0,0.01,0.0,0.0,0.0,55.0,15.0,5.0,0.02
13678,2007.0,0.04,0.0,0.0,0.0,75.0,30.0,23.0,0.04
297,2000.0,1.68,1.51,0.51,0.35,85.0,25.0,117.0,4.05
9921,2011.0,0.08,0.03,0.0,0.01,50.0,7.0,12.0,0.12
13189,2003.0,0.04,0.01,0.0,0.0,75.0,16.0,15.0,0.05
1982,2003.0,0.51,0.4,0.0,0.13,81.0,22.0,17.0,1.04
8356,2004.0,0.08,0.06,0.0,0.02,46.0,35.0,13.0,0.17
8710,2003.0,0.08,0.06,0.0,0.02,64.0,23.0,63.0,0.15
16516,2004.0,0.0,0.01,0.0,0.0,87.0,6.0,44.0,0.01
8039,2010.0,0.11,0.05,0.0,0.02,39.0,5.0,13.0,0.18
5485,2004.0,0.17,0.06,0.09,0.01,74.0,10.0,12.0,0.33
10822,2016.0,0.05,0.04,0.0,0.01,78.0,14.0,8.0,0.1
14727,2008.0,0.0,0.02,0.0,0.0,69.0,25.0,21.0,0.03
999,2002.0,1.23,0.46,0.0,0.07,84.0,29.0,27.0,1.76
7764,2010.0,0.15,0.02,0.02,0.01,63.0,30.0,7.0,0.19
7540,2015.0,0.05,0.12,0.0,0.03,62.0,26.0,88.0,0.2
11327,2011.0,0.05,0.02,0.0,0.01,51.0,9.0,6.0,0.08
3804,2005.0,0.26,0.2,0.0,0.07,68.0,36.0,24.0,0.53
7600,2005.0,0.15,0.04,0.0,0.01,72.0,31.0,6.0,0.2
12521,2007.0,0.0,0.05,0.0,0.01,83.0,41.0,523.0,0.06
8260,2005.0,0.13,0.03,0.0,0.0,87.0,32.0,7.0,0.17
5603,2011.0,0.14,0.13,0.0,0.05,43.0,21.0,27.0,0.32
2478,2000.0,0.24,0.19,0.34,0.06,75.0,17.0,24.0,0.83
15643,2005.0,0.0,0.02,0.0,0.0,76.0,18.0,19.0,0.02
6708,2008.0,0.18,0.05,0.0,0.02,57.0,18.0,7.0,0.25
14553,2007.0,0.03,0.0,0.0,0.0,79.0,21.0,18.0,0.03
3339,2013.0,0.33,0.22,0.0,0.05,71.0,10.0,58.0,0.6
3515,2009.0,0.38,0.12,0.0,0.07,88.0,35.0,40.0,0.57
13876,2003.0,0.0,0.03,0.0,0.01,94.0,30.0,1520.0,0.04
2310,2007.0,0.74,0.03,0.01,0.12,50.0,14.0,28.0,0.9
14598,2009.0,0.0,0.02,0.0,0.0,67.0,28.0,8.0,0.03
10819,2006.0,0.0,0.08,0.0,0.02,88.0,39.0,648.0,0.1
4815,2011.0,0.26,0.1,0.0,0.04,77.0,60.0,40.0,0.4
7252,2003.0,0.11,0.08,0.0,0.03,61.0,13.0,65.0,0.22
15232,2005.0,0.0,0.02,0.0,0.0,84.0,21.0,44.0,0.02
3306,2005.0,0.27,0.1,0.22,0.01,85.0,30.0,70.0,0.61
1364,2012.0,0.48,0.62,0.06,0.26,55.0,22.0,250.0,1.41
5796,2001.0,0.15,0.12,0.0,0.04,52.0,14.0,8.0,0.31
517,2002.0,1.96,0.67,0.1,0.09,97.0,70.0,747.0,2.82
15151,2006.0,0.02,0.0,0.0,0.0,59.0,8.0,11.0,0.02
15076,2012.0,0.02,0.01,0.0,0.0,65.0,11.0,4.0,0.02
5659,2003.0,0.24,0.07,0.0,0.01,74.0,29.0,16.0,0.32
9536,2004.0,0.06,0.05,0.0,0.02,78.0,42.0,48.0,0.13
10679,2005.0,0.09,0.0,0.0,0.01,75.0,37.0,24.0,0.1
13580,2014.0,0.02,0.02,0.0,0.0,35.0,8.0,78.0,0.04
9034,2004.0,0.07,0.05,0.0,0.02,76.0,48.0,23.0,0.14
15755,2009.0,0.0,0.01,0.0,0.0,67.0,15.0,54.0,0.02
7441,2001.0,0.16,0.04,0.0,0.01,79.0,13.0,7.0,0.21
6786,2000.0,0.14,0.09,0.0,0.02,48.0,8.0,7.0,0.24
7198,2004.0,0.16,0.05,0.0,0.01,77.0,44.0,23.0,0.22
8911,2005.0,0.11,0.03,0.0,0.0,84.0,30.0,14.0,0.15
855,2007.0,0.48,1.27,0.0,0.24,71.0,19.0,9.0,2.0
12239,2011.0,0.06,0.0,0.0,0.0,47.0,4.0,9.0,0.07
8982,2012.0,0.01,0.11,0.0,0.02,80.0,15.0,115.0,0.15
1761,2004.0,0.56,0.44,0.0,0.15,43.0,5.0,13.0,1.15
2854,2010.0,0.66,0.0,0.0,0.06,91.0,33.0,107.0,0.72
6266,2001.0,0.2,0.06,0.0,0.01,79.0,20.0,11.0,0.27
9108,2007.0,0.12,0.01,0.0,0.01,71.0,23.0,29.0,0.14
13659,2000.0,0.02,0.02,0.0,0.0,74.0,7.0,13.0,0.04
2194,2011.0,0.39,0.39,0.0,0.16,77.0,18.0,42.0,0.94
3815,1999.0,0.0,0.0,0.52,0.0,82.0,24.0,16.0,0.52
2506,2010.0,0.64,0.12,0.0,0.06,86.0,66.0,23.0,0.82
5925,2006.0,0.0,0.25,0.0,0.04,79.0,30.0,38.0,0.3
3420,2008.0,0.24,0.28,0.0,0.06,80.0,34.0,46.0,0.59
10450,2006.0,0.09,0.0,0.0,0.01,79.0,22.0,33.0,0.1
2903,2014.0,0.38,0.26,0.0,0.06,86.0,4.0,18.0,0.7
3243,2009.0,0.28,0.24,0.0,0.1,86.0,44.0,48.0,0.62
16290,2007.0,0.0,0.0,0.01,0.0,80.0,20.0,16.0,0.01
5457,2005.0,0.26,0.07,0.0,0.01,73.0,22.0,8.0,0.33
6115,2005.0,0.21,0.06,0.0,0.01,58.0,34.0,20.0,0.28
5317,2016.0,0.19,0.12,0.0,0.03,71.0,18.0,15.0,0.35
4888,2010.0,0.27,0.09,0.0,0.03,75.0,30.0,24.0,0.39
13710,2002.0,0.01,0.02,0.0,0.01,92.0,6.0,77.0,0.04
13280,2008.0,0.04,0.0,0.0,0.0,56.0,14.0,15.0,0.05
1456,2010.0,0.25,0.75,0.08,0.26,84.0,46.0,83.0,1.34
2342,2011.0,0.52,0.25,0.0,0.11,80.0,41.0,17.0,0.89
9125,2002.0,0.07,0.05,0.0,0.02,78.0,21.0,7.0,0.14
1533,2007.0,0.68,0.47,0.0,0.13,66.0,32.0,30.0,1.29
9169,2006.0,0.13,0.0,0.0,0.01,53.0,4.0,8.0,0.14
1172,2011.0,0.6,0.69,0.02,0.26,76.0,38.0,253.0,1.58
4580,2004.0,0.32,0.09,0.0,0.02,88.0,32.0,14.0,0.42
801,2002.0,1.11,0.71,0.0,0.27,44.0,7.0,11.0,2.08
6747,2005.0,0.19,0.05,0.0,0.01,82.0,34.0,26.0,0.25
2901,2007.0,0.65,0.0,0.0,0.05,81.0,30.0,44.0,0.7
6033,2009.0,0.26,0.01,0.0,0.02,68.0,5.0,6.0,0.29
3936,2009.0,0.26,0.2,0.0,0.05,73.0,69.0,141.0,0.51
6235,2003.0,0.2,0.07,0.0,0.0,91.0,29.0,127.0,0.28
8369,2009.0,0.14,0.02,0.0,0.01,51.0,47.0,12.0,0.17
4530,2010.0,0.19,0.17,0.0,0.07,64.0,49.0,117.0,0.43
2383,2012.0,0.38,0.4,0.01,0.08,80.0,47.0,468.0,0.87
2505,2006.0,0.69,0.03,0.0,0.11,81.0,29.0,33.0,0.82
5302,2010.0,0.23,0.09,0.0,0.02,79.0,63.0,55.0,0.35
15377,1998.0,0.0,0.02,0.0,0.0,93.0,20.0,326.0,0.02
1553,2008.0,0.72,0.03,0.0,0.52,77.0,8.0,17.0,1.27
8050,2012.0,0.0,0.16,0.0,0.02,73.0,7.0,5.0,0.18
15349,2006.0,0.01,0.01,0.0,0.0,84.0,36.0,366.0,0.02
1561,2002.0,0.49,0.38,0.26,0.13,75.0,35.0,60.0,1.27
5018,2011.0,0.16,0.16,0.0,0.06,84.0,22.0,1263.0,0.38
247,2015.0,1.54,1.18,1.46,0.26,81.0,88.0,1184.0,4.43
1830,2009.0,0.21,0.2,0.62,0.08,79.0,77.0,165.0,1.12
11299,2012.0,0.07,0.0,0.0,0.01,76.0,4.0,15.0,0.08
5104,2013.0,0.16,0.14,0.0,0.07,74.0,28.0,26.0,0.37
11411,2009.0,0.06,0.01,0.0,0.01,71.0,4.0,5.0,0.08
1956,2002.0,0.52,0.4,0.0,0.14,63.0,9.0,10.0,1.06
2283,2008.0,0.48,0.32,0.02,0.09,56.0,26.0,57.0,0.91
13524,2005.0,0.03,0.01,0.0,0.0,64.0,24.0,27.0,0.04
3776,2005.0,0.32,0.19,0.0,0.01,89.0,65.0,66.0,0.53
5564,2015.0,0.16,0.04,0.1,0.02,80.0,32.0,71.0,0.32
16423,2007.0,0.0,0.01,0.0,0.0,76.0,20.0,46.0,0.01
8981,2007.0,0.12,0.02,0.0,0.01,50.0,14.0,13.0,0.15
8839,2001.0,0.07,0.06,0.0,0.02,83.0,13.0,9.0,0.15
4972,2006.0,0.33,0.02,0.0,0.03,78.0,35.0,49.0,0.38
13493,2007.0,0.0,0.04,0.0,0.01,67.0,8.0,12.0,0.04
1169,2008.0,0.94,0.48,0.01,0.15,69.0,8.0,6.0,1.58
10713,2004.0,0.07,0.02,0.0,0.0,67.0,21.0,6.0,0.1
256,2006.0,1.74,1.72,0.14,0.75,86.0,70.0,715.0,4.34
3928,2004.0,0.37,0.11,0.0,0.02,82.0,35.0,8.0,0.51
652,2007.0,0.69,0.0,0.04,1.68,62.0,11.0,34.0,2.41
11359,2004.0,0.06,0.02,0.0,0.0,77.0,20.0,15.0,0.08
859,2009.0,1.06,0.26,0.53,0.13,75.0,53.0,162.0,1.98
2778,2013.0,0.31,0.35,0.02,0.06,82.0,8.0,71.0,0.74
7997,2003.0,0.09,0.07,0.0,0.02,72.0,27.0,47.0,0.18
4221,2007.0,0.38,0.05,0.0,0.04,69.0,34.0,28.0,0.46
415,2008.0,0.6,1.57,0.82,0.27,86.0,62.0,111.0,3.26
6023,2014.0,0.11,0.15,0.0,0.02,75.0,55.0,703.0,0.29
3915,2009.0,0.0,0.46,0.0,0.05,91.0,67.0,3542.0,0.51
10008,2003.0,0.06,0.04,0.0,0.01,67.0,15.0,5.0,0.11
15355,2008.0,0.0,0.02,0.0,0.0,77.0,15.0,36.0,0.02
8732,2003.0,0.12,0.03,0.0,0.0,89.0,16.0,6.0,0.15
936,2008.0,1.11,0.56,0.0,0.18,71.0,18.0,75.0,1.86
1315,2004.0,0.71,0.55,0.0,0.19,73.0,42.0,70.0,1.45
10861,2008.0,0.09,0.0,0.0,0.01,70.0,8.0,6.0,0.09
14040,2012.0,0.0,0.0,0.04,0.0,68.0,13.0,15.0,0.04
394,2011.0,1.83,1.05,0.06,0.46,91.0,86.0,657.0,3.39
13087,2003.0,0.04,0.01,0.0,0.0,82.0,4.0,9.0,0.05
3051,2010.0,0.42,0.17,0.01,0.05,83.0,70.0,237.0,0.66
3277,2006.0,0.02,0.02,0.57,0.01,58.0,26.0,13.0,0.61
5159,2011.0,0.09,0.21,0.0,0.07,69.0,18.0,338.0,0.36
3757,2000.0,0.3,0.2,0.0,0.03,51.0,16.0,14.0,0.53
35,2012.0,8.25,4.24,0.07,1.12,83.0,73.0,2256.0,13.67
1056,2016.0,0.63,0.76,0.03,0.27,71.0,94.0,5096.0,1.7
1907,2008.0,0.43,0.4,0.0,0.24,70.0,10.0,49.0,1.08
7852,2006.0,0.02,0.01,0.16,0.0,61.0,22.0,10.0,0.19
686,1999.0,1.58,0.64,0.0,0.09,86.0,14.0,28.0,2.31
8030,2001.0,0.14,0.04,0.0,0.01,61.0,21.0,7.0,0.18
2008,2008.0,0.46,0.47,0.0,0.11,67.0,12.0,8.0,1.03
15949,2005.0,0.02,0.0,0.0,0.0,33.0,14.0,9.0,0.02
5612,2008.0,0.08,0.18,0.0,0.06,63.0,37.0,19.0,0.32
7282,2005.0,0.17,0.04,0.0,0.01,70.0,11.0,6.0,0.22
11767,2005.0,0.04,0.03,0.0,0.01,72.0,14.0,13.0,0.07
1848,2015.0,0.3,0.52,0.12,0.16,69.0,50.0,598.0,1.11
6132,2006.0,0.24,0.0,0.01,0.02,71.0,60.0,72.0,0.28
3475,2012.0,0.16,0.32,0.02,0.08,79.0,45.0,79.0,0.58
2122,2007.0,0.78,0.03,0.03,0.13,75.0,37.0,67.0,0.97
2559,2004.0,0.39,0.31,0.0,0.1,80.0,39.0,43.0,0.8
15041,2004.0,0.02,0.01,0.0,0.0,70.0,19.0,8.0,0.02
2862,2002.0,0.67,0.02,0.0,0.03,92.0,16.0,16.0,0.71
3594,2007.0,0.49,0.02,0.0,0.04,72.0,59.0,44.0,0.56
1442,2007.0,0.2,0.76,0.0,0.39,79.0,7.0,15.0,1.35
8532,2008.0,0.15,0.0,0.0,0.01,37.0,4.0,8.0,0.16
311,2003.0,2.29,1.17,0.01,0.42,90.0,38.0,121.0,3.9
3934,2012.0,0.29,0.18,0.0,0.04,77.0,47.0,39.0,0.51
578,2011.0,0.78,0.73,0.89,0.23,79.0,53.0,707.0,2.63
11114,2009.0,0.07,0.01,0.0,0.01,36.0,36.0,40.0,0.09
11840,2015.0,0.06,0.0,0.0,0.01,62.0,19.0,61.0,0.07
5031,2003.0,0.24,0.06,0.07,0.01,55.0,21.0,22.0,0.38
15847,2011.0,0.0,0.01,0.0,0.0,72.0,6.0,16.0,0.02
5811,2002.0,0.23,0.07,0.0,0.01,32.0,24.0,10.0,0.31
12528,2004.0,0.05,0.01,0.0,0.0,66.0,38.0,5.0,0.06
5906,2005.0,0.15,0.11,0.0,0.04,74.0,24.0,13.0,0.3
3133,2004.0,0.32,0.25,0.0,0.08,64.0,38.0,129.0,0.64
9229,2007.0,0.11,0.02,0.0,0.01,72.0,24.0,12.0,0.14
1974,2002.0,0.51,0.4,0.0,0.13,89.0,21.0,22.0,1.05
1106,2005.0,0.96,0.12,0.54,0.04,72.0,29.0,71.0,1.66
2101,2005.0,0.5,0.19,0.28,0.02,54.0,27.0,34.0,0.98
6990,2012.0,0.08,0.13,0.0,0.02,75.0,53.0,53.0,0.23
11094,2008.0,0.06,0.01,0.01,0.01,84.0,29.0,13.0,0.09
2294,2009.0,0.68,0.15,0.0,0.08,73.0,75.0,82.0,0.9
11146,2015.0,0.0,0.08,0.0,0.0,76.0,30.0,338.0,0.09
10801,2006.0,0.07,0.03,0.0,0.0,86.0,4.0,12.0,0.1
266,2001.0,3.0,1.11,0.05,0.07,79.0,10.0,6.0,4.24
14197,2006.0,0.0,0.03,0.0,0.01,71.0,33.0,54.0,0.03
640,2016.0,1.46,0.74,0.0,0.22,78.0,17.0,290.0,2.42
4597,2002.0,0.35,0.05,0.0,0.02,71.0,16.0,10.0,0.42
74,2007.0,4.4,1.85,1.98,0.68,72.0,27.0,85.0,8.91
880,2008.0,1.01,0.62,0.02,0.29,87.0,55.0,455.0,1.94
7346,2009.0,0.14,0.05,0.0,0.02,25.0,4.0,48.0,0.21
7991,2009.0,0.17,0.0,0.0,0.01,71.0,33.0,5.0,0.18
1361,2010.0,0.09,0.07,1.24,0.02,77.0,33.0,15.0,1.41
1422,2014.0,0.87,0.34,0.02,0.13,83.0,21.0,371.0,1.36
14539,2003.0,0.0,0.03,0.0,0.0,74.0,8.0,70.0,0.03
2255,2006.0,0.55,0.21,0.0,0.16,48.0,9.0,13.0,0.92
4554,2006.0,0.11,0.2,0.0,0.12,65.0,24.0,6.0,0.42
4952,2013.0,0.05,0.04,0.28,0.01,75.0,5.0,26.0,0.39
2484,2011.0,0.78,0.0,0.0,0.05,82.0,17.0,41.0,0.83
1059,2005.0,1.22,0.34,0.04,0.1,82.0,59.0,64.0,1.69
1333,2002.0,1.16,0.08,0.0,0.19,91.0,19.0,27.0,1.44
1003,2001.0,0.61,0.87,0.02,0.26,84.0,25.0,21.0,1.76
2133,2006.0,0.75,0.19,0.0,0.03,84.0,25.0,16.0,0.97
972,2006.0,1.66,0.0,0.01,0.13,80.0,54.0,148.0,1.8
5082,2006.0,0.3,0.04,0.0,0.03,80.0,20.0,8.0,0.37
16534,2016.0,0.01,0.0,0.0,0.0,51.0,28.0,39.0,0.01
8596,2006.0,0.13,0.02,0.0,0.01,63.0,17.0,13.0,0.16
14274,2003.0,0.03,0.01,0.0,0.0,36.0,11.0,5.0,0.03
2054,1997.0,0.12,0.08,0.74,0.07,86.0,5.0,10.0,1.01
7220,2007.0,0.09,0.08,0.0,0.05,58.0,21.0,12.0,0.22
15776,2006.0,0.01,0.01,0.0,0.0,63.0,24.0,5.0,0.02
4161,2009.0,0.19,0.2,0.01,0.08,79.0,48.0,98.0,0.47
949,2007.0,0.82,0.82,0.0,0.2,67.0,25.0,66.0,1.83
9569,2008.0,0.12,0.0,0.0,0.01,73.0,11.0,17.0,0.13
5430,2007.0,0.29,0.02,0.0,0.03,58.0,42.0,21.0,0.34
900,2003.0,1.03,0.8,0.0,0.09,80.0,22.0,31.0,1.92
10097,2008.0,0.08,0.02,0.0,0.01,75.0,19.0,75.0,0.11
3294,2010.0,0.21,0.21,0.11,0.08,84.0,61.0,304.0,0.61
5615,2000.0,0.18,0.12,0.0,0.02,85.0,10.0,5.0,0.32
10826,2016.0,0.0,0.02,0.07,0.0,62.0,4.0,10.0,0.1
6018,2005.0,0.15,0.01,0.12,0.01,70.0,51.0,42.0,0.29
397,2008.0,2.04,1.02,0.0,0.32,76.0,49.0,75.0,3.38
7174,2012.0,0.13,0.02,0.06,0.01,54.0,35.0,28.0,0.22
8660,2003.0,0.12,0.03,0.0,0.0,89.0,16.0,6.0,0.16
12832,2008.0,0.05,0.0,0.0,0.0,52.0,23.0,7.0,0.06
8857,2002.0,0.11,0.03,0.0,0.01,74.0,22.0,6.0,0.15
1183,2014.0,1.31,0.09,0.0,0.16,80.0,19.0,138.0,1.57
2076,2000.0,0.74,0.21,0.0,0.04,79.0,24.0,10.0,0.99
13745,2016.0,0.0,0.04,0.0,0.0,78.0,57.0,569.0,0.04
13519,2002.0,0.0,0.04,0.0,0.01,88.0,27.0,863.0,0.04
1654,2007.0,0.51,0.04,0.62,0.05,85.0,52.0,164.0,1.21
10439,2003.0,0.08,0.02,0.0,0.0,70.0,21.0,10.0,0.1
2279,2011.0,0.25,0.13,0.46,0.06,57.0,25.0,57.0,0.91
8889,2016.0,0.0,0.04,0.1,0.01,60.0,5.0,8.0,0.15
5574,2005.0,0.28,0.03,0.0,0.01,89.0,41.0,10.0,0.32
163,2008.0,0.47,0.55,4.13,0.34,81.0,48.0,124.0,5.48
7822,2011.0,0.13,0.05,0.0,0.02,64.0,8.0,8.0,0.19
6855,2016.0,0.2,0.01,0.0,0.03,77.0,23.0,38.0,0.24
16501,2007.0,0.01,0.0,0.0,0.0,56.0,13.0,4.0,0.01
6983,2005.0,0.15,0.01,0.06,0.01,88.0,49.0,164.0,0.23
10767,2010.0,0.09,0.0,0.0,0.01,56.0,15.0,4.0,0.1
1191,2008.0,0.86,0.54,0.0,0.15,38.0,10.0,7.0,1.56
6118,2006.0,0.0,0.0,0.28,0.01,92.0,25.0,190.0,0.28
4265,2002.0,0.14,0.11,0.17,0.04,70.0,23.0,19.0,0.46
8758,2012.0,0.11,0.03,0.0,0.01,77.0,18.0,18.0,0.15
889,2002.0,1.42,0.4,0.0,0.12,63.0,18.0,22.0,1.94
608,2008.0,2.21,0.12,0.0,0.2,83.0,50.0,125.0,2.53
8186,2010.0,0.11,0.03,0.02,0.01,65.0,27.0,20.0,0.18
6344,2010.0,0.23,0.02,0.0,0.02,62.0,12.0,4.0,0.27
12991,2011.0,0.01,0.03,0.0,0.01,77.0,21.0,93.0,0.05
6112,2013.0,0.08,0.0,0.19,0.02,73.0,10.0,108.0,0.28
8394,2010.0,0.11,0.04,0.0,0.01,42.0,9.0,4.0,0.17
2964,2011.0,0.17,0.39,0.0,0.13,82.0,37.0,55.0,0.69
8866,2004.0,0.11,0.03,0.0,0.01,71.0,35.0,4.0,0.15
10619,2005.0,0.05,0.04,0.0,0.01,49.0,9.0,11.0,0.1
775,2004.0,1.04,0.81,0.0,0.27,77.0,26.0,20.0,2.13
12374,2004.0,0.05,0.02,0.0,0.0,68.0,19.0,6.0,0.06
5164,2001.0,0.18,0.14,0.0,0.05,58.0,15.0,14.0,0.36
4927,2008.0,0.17,0.16,0.0,0.06,82.0,37.0,89.0,0.39
6278,2008.0,0.25,0.0,0.0,0.02,38.0,28.0,17.0,0.27
8366,2012.0,0.12,0.02,0.02,0.01,73.0,38.0,105.0,0.17
9928,2013.0,0.07,0.03,0.01,0.01,58.0,43.0,142.0,0.12
5347,2006.0,0.11,0.09,0.12,0.03,62.0,23.0,24.0,0.34
3134,2014.0,0.33,0.23,0.03,0.05,68.0,5.0,25.0,0.64
433,2011.0,1.27,1.29,0.12,0.49,89.0,78.0,1010.0,3.17
2469,2007.0,0.28,0.46,0.0,0.1,51.0,15.0,19.0,0.84
1966,2009.0,0.46,0.31,0.2,0.09,75.0,55.0,60.0,1.05
3534,2011.0,0.1,0.11,0.29,0.06,74.0,4.0,8.0,0.57
13301,2006.0,0.02,0.02,0.0,0.01,70.0,6.0,27.0,0.05
3100,2008.0,0.34,0.22,0.0,0.1,82.0,34.0,9.0,0.65
6787,2005.0,0.23,0.0,0.0,0.02,80.0,26.0,18.0,0.24
5323,2004.0,0.27,0.07,0.0,0.01,81.0,30.0,4.0,0.35
2049,2008.0,0.65,0.22,0.05,0.1,81.0,74.0,302.0,1.01
2988,2004.0,0.51,0.15,0.0,0.02,85.0,47.0,20.0,0.68
8815,2005.0,0.1,0.01,0.03,0.01,75.0,30.0,12.0,0.15
795,2010.0,1.84,0.12,0.01,0.13,89.0,50.0,100.0,2.09
16503,2016.0,0.01,0.0,0.0,0.0,70.0,27.0,64.0,0.01
12513,2003.0,0.05,0.01,0.0,0.0,71.0,22.0,6.0,0.06
